"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","SOCEXP","PUB","USD_CAP","A","2000",9507.71,
"BEL","SOCEXP","PUB","USD_CAP","A","2001",9767.9,
"BEL","SOCEXP","PUB","USD_CAP","A","2002",10046.829,
"BEL","SOCEXP","PUB","USD_CAP","A","2003",10338.959,
"BEL","SOCEXP","PUB","USD_CAP","A","2004",10561.859,
"BEL","SOCEXP","PUB","USD_CAP","A","2005",10686.273,
"BEL","SOCEXP","PUB","USD_CAP","A","2006",10847.343,
"BEL","SOCEXP","PUB","USD_CAP","A","2007",11047.575,
"BEL","SOCEXP","PUB","USD_CAP","A","2008",11645.882,
"BEL","SOCEXP","PUB","USD_CAP","A","2009",12302.138,
"BEL","SOCEXP","PUB","USD_CAP","A","2010",12397.761,
"BEL","SOCEXP","PUB","USD_CAP","A","2011",12641.56,
"BEL","SOCEXP","PUB","USD_CAP","A","2012",12593.456,
"BEL","SOCEXP","PUB","USD_CAP","A","2013",12762.381,
"BEL","SOCEXP","PUB","USD_CAP","A","2014",12930.84,
"BEL","SOCEXP","PUB","USD_CAP","A","2015",13424.129,
"BEL","SOCEXP","PUB","USD_CAP","A","2016",13232.663,
"BEL","SOCEXP","PUB","USD_CAP","A","2017",13323.954,
"BEL","SOCEXP","PUB","USD_CAP","A","2018",13546.204,
"BEL","SOCEXP","PUB","USD_CAP","A","2019",13691.052,
"CAN","SOCEXP","PRIV","PC_GDP","A","1980",1.53,
"CAN","SOCEXP","PRIV","PC_GDP","A","1981",1.633,
"CAN","SOCEXP","PRIV","PC_GDP","A","1982",1.99,
"CAN","SOCEXP","PRIV","PC_GDP","A","1983",1.997,
"CAN","SOCEXP","PRIV","PC_GDP","A","1984",2.099,
"CAN","SOCEXP","PRIV","PC_GDP","A","1985",2.219,
"CAN","SOCEXP","PRIV","PC_GDP","A","1986",2.382,
"CAN","SOCEXP","PRIV","PC_GDP","A","1987",2.462,
"CAN","SOCEXP","PRIV","PC_GDP","A","1988",2.782,
"CAN","SOCEXP","PRIV","PC_GDP","A","1989",2.986,
"CAN","SOCEXP","PRIV","PC_GDP","A","1990",3.398,
"CAN","SOCEXP","PRIV","PC_GDP","A","1991",3.742,
"CAN","SOCEXP","PRIV","PC_GDP","A","1992",4.079,
"CAN","SOCEXP","PRIV","PC_GDP","A","1993",4.28,
"CAN","SOCEXP","PRIV","PC_GDP","A","1994",4.343,
"CAN","SOCEXP","PRIV","PC_GDP","A","1995",4.435,
"CAN","SOCEXP","PRIV","PC_GDP","A","1996",4.605,
"CAN","SOCEXP","PRIV","PC_GDP","A","1997",4.751,
"CAN","SOCEXP","PRIV","PC_GDP","A","1998",5.079,
"CAN","SOCEXP","PRIV","PC_GDP","A","1999",4.929,
"CAN","SOCEXP","PRIV","PC_GDP","A","2000",4.974,
"CAN","SOCEXP","PRIV","PC_GDP","A","2001",5.248,
"CAN","SOCEXP","PRIV","PC_GDP","A","2002",5.359,
"CAN","SOCEXP","PRIV","PC_GDP","A","2003",5.308,
"CAN","SOCEXP","PRIV","PC_GDP","A","2004",5.427,
"CAN","SOCEXP","PRIV","PC_GDP","A","2005",5.455,
"CAN","SOCEXP","PRIV","PC_GDP","A","2006",5.479,
"CAN","SOCEXP","PRIV","PC_GDP","A","2007",5.306,
"CAN","SOCEXP","PRIV","PC_GDP","A","2008",4.876,
"CAN","SOCEXP","PRIV","PC_GDP","A","2009",5.024,
"CAN","SOCEXP","PRIV","PC_GDP","A","2010",5.265,
"CAN","SOCEXP","PRIV","PC_GDP","A","2011",5.232,
"CAN","SOCEXP","PRIV","PC_GDP","A","2012",5.405,
"CAN","SOCEXP","PRIV","PC_GDP","A","2013",5.551,
"CAN","SOCEXP","PRIV","PC_GDP","A","2014",5.699,
"CAN","SOCEXP","PRIV","PC_GDP","A","2015",6.184,
"CAN","SOCEXP","PRIV","PC_GDP","A","2016",6.168,
"CAN","SOCEXP","PRIV","PC_GDP","A","2017",7.072,
"CAN","SOCEXP","PRIV","PC_GDP","A","2018",7.065,
"CAN","SOCEXP","PRIV","PC_GDP","A","2019",7.109,
"CAN","SOCEXP","PRIV","PC_GDP","A","2020",7.426,
"CAN","SOCEXP","PUB","PC_GDP","A","1980",13.148,
"CAN","SOCEXP","PUB","PC_GDP","A","1981",13.622,
"CAN","SOCEXP","PUB","PC_GDP","A","1982",15.918,
"CAN","SOCEXP","PUB","PC_GDP","A","1983",16.088,
"CAN","SOCEXP","PUB","PC_GDP","A","1984",15.789,
"CAN","SOCEXP","PUB","PC_GDP","A","1985",16.262,
"CAN","SOCEXP","PUB","PC_GDP","A","1986",16.202,
"CAN","SOCEXP","PUB","PC_GDP","A","1987",15.924,
"CAN","SOCEXP","PUB","PC_GDP","A","1988",15.726,
"CAN","SOCEXP","PUB","PC_GDP","A","1989",16.091,
"CAN","SOCEXP","PUB","PC_GDP","A","1990",17.391,
"CAN","SOCEXP","PUB","PC_GDP","A","1991",19.612,
"CAN","SOCEXP","PUB","PC_GDP","A","1992",20.261,
"CAN","SOCEXP","PUB","PC_GDP","A","1993",20.198,
"CAN","SOCEXP","PUB","PC_GDP","A","1994",19.111,
"CAN","SOCEXP","PUB","PC_GDP","A","1995",18.209,
"CAN","SOCEXP","PUB","PC_GDP","A","1996",17.405,
"CAN","SOCEXP","PUB","PC_GDP","A","1997",16.786,
"CAN","SOCEXP","PUB","PC_GDP","A","1998",16.87,
"CAN","SOCEXP","PUB","PC_GDP","A","1999",15.883,
"CAN","SOCEXP","PUB","PC_GDP","A","2000",15.592,
"CAN","SOCEXP","PUB","PC_GDP","A","2001",16.02,
"CAN","SOCEXP","PUB","PC_GDP","A","2002",16.029,
"CAN","SOCEXP","PUB","PC_GDP","A","2003",16.099,
"CAN","SOCEXP","PUB","PC_GDP","A","2004",16.098,
"CAN","SOCEXP","PUB","PC_GDP","A","2005",15.953,
"CAN","SOCEXP","PUB","PC_GDP","A","2006",16.346,
"CAN","SOCEXP","PUB","PC_GDP","A","2007",16.264,
"CAN","SOCEXP","PUB","PC_GDP","A","2008",16.352,
"CAN","SOCEXP","PUB","PC_GDP","A","2009",18.085,
"CAN","SOCEXP","PUB","PC_GDP","A","2010",17.6,
"CAN","SOCEXP","PUB","PC_GDP","A","2011",17.093,
"CAN","SOCEXP","PUB","PC_GDP","A","2012",17.222,
"CAN","SOCEXP","PUB","PC_GDP","A","2013",16.986,
"CAN","SOCEXP","PUB","PC_GDP","A","2014",16.913,
"CAN","SOCEXP","PUB","PC_GDP","A","2015",17.934,
"CAN","SOCEXP","PUB","PC_GDP","A","2016",18.296,
"CAN","SOCEXP","PUB","PC_GDP","A","2017",18.029,
"CAN","SOCEXP","PUB","PC_GDP","A","2018",18.004,
"CAN","SOCEXP","PUB","PC_GDP","A","2019",18.784,
"CAN","SOCEXP","PUB","PC_GDP","A","2020",24.911,
"CAN","SOCEXP","PUBNET","PC_GDP","A","1995",16.967,
"CAN","SOCEXP","PUBNET","PC_GDP","A","1997",15.695,
"CAN","SOCEXP","PUBNET","PC_GDP","A","1999",14.882,
"CAN","SOCEXP","PUBNET","PC_GDP","A","2001",15.299,
"CAN","SOCEXP","PUBNET","PC_GDP","A","2003",15.355,
"CAN","SOCEXP","PUBNET","PC_GDP","A","2005",15.276,
"CAN","SOCEXP","PUBNET","PC_GDP","A","2007",15.765,
"CAN","SOCEXP","PUBNET","PC_GDP","A","2009",17.686,
"CAN","SOCEXP","PUBNET","PC_GDP","A","2011",16.736,
"CAN","SOCEXP","PUBNET","PC_GDP","A","2013",16.625,
"CAN","SOCEXP","PUBNET","PC_GDP","A","2015",17.46,
"CAN","SOCEXP","PUBNET","PC_GDP","A","2017",17.505,
"CAN","SOCEXP","TOTNET","PC_GDP","A","1995",20.213,
"CAN","SOCEXP","TOTNET","PC_GDP","A","1997",19.125,
"CAN","SOCEXP","TOTNET","PC_GDP","A","1999",18.481,
"CAN","SOCEXP","TOTNET","PC_GDP","A","2001",19.296,
"CAN","SOCEXP","TOTNET","PC_GDP","A","2003",19.451,
"CAN","SOCEXP","TOTNET","PC_GDP","A","2005",19.467,
"CAN","SOCEXP","TOTNET","PC_GDP","A","2007",19.958,
"CAN","SOCEXP","TOTNET","PC_GDP","A","2009",21.67,
"CAN","SOCEXP","TOTNET","PC_GDP","A","2011",20.85,
"CAN","SOCEXP","TOTNET","PC_GDP","A","2013",21.016,
"CAN","SOCEXP","TOTNET","PC_GDP","A","2015",22.411,
"CAN","SOCEXP","TOTNET","PC_GDP","A","2017",23.115,
"CAN","SOCEXP","PUB","USD_CAP","A","1980",3774.474,
"CAN","SOCEXP","PUB","USD_CAP","A","1981",3926.549,
"CAN","SOCEXP","PUB","USD_CAP","A","1982",4459.567,
"CAN","SOCEXP","PUB","USD_CAP","A","1983",4617.65,
"CAN","SOCEXP","PUB","USD_CAP","A","1984",4740.643,
"CAN","SOCEXP","PUB","USD_CAP","A","1985",5033.108,
"CAN","SOCEXP","PUB","USD_CAP","A","1986",5092.596,
"CAN","SOCEXP","PUB","USD_CAP","A","1987",5145.748,
"CAN","SOCEXP","PUB","USD_CAP","A","1988",5202.935,
"CAN","SOCEXP","PUB","USD_CAP","A","1989",5324.284,
"CAN","SOCEXP","PUB","USD_CAP","A","1990",5648.928,
"CAN","SOCEXP","PUB","USD_CAP","A","1991",6208.334,
"CAN","SOCEXP","PUB","USD_CAP","A","1992",6425.092,
"CAN","SOCEXP","PUB","USD_CAP","A","1993",6533.654,
"CAN","SOCEXP","PUB","USD_CAP","A","1994",6362.008,
"CAN","SOCEXP","PUB","USD_CAP","A","1995",6144.138,
"CAN","SOCEXP","PUB","USD_CAP","A","1996",5946.056,
"CAN","SOCEXP","PUB","USD_CAP","A","1997",5916.906,
"CAN","SOCEXP","PUB","USD_CAP","A","1998",6147.957,
"CAN","SOCEXP","PUB","USD_CAP","A","1999",6037.471,
"CAN","SOCEXP","PUB","USD_CAP","A","2000",6119.924,
"CAN","SOCEXP","PUB","USD_CAP","A","2001",6350.497,
"CAN","SOCEXP","PUB","USD_CAP","A","2002",6459.073,
"CAN","SOCEXP","PUB","USD_CAP","A","2003",6565.73,
"CAN","SOCEXP","PUB","USD_CAP","A","2004",6706.898,
"CAN","SOCEXP","PUB","USD_CAP","A","2005",6783.748,
"CAN","SOCEXP","PUB","USD_CAP","A","2006",7053.213,
"CAN","SOCEXP","PUB","USD_CAP","A","2007",7072.775,
"CAN","SOCEXP","PUB","USD_CAP","A","2008",7034.888,
"CAN","SOCEXP","PUB","USD_CAP","A","2009",7580.639,
"CAN","SOCEXP","PUB","USD_CAP","A","2010",7524.994,
"CAN","SOCEXP","PUB","USD_CAP","A","2011",7435.907,
"CAN","SOCEXP","PUB","USD_CAP","A","2012",7553.319,
"CAN","SOCEXP","PUB","USD_CAP","A","2013",7554.484,
"CAN","SOCEXP","PUB","USD_CAP","A","2014",7622.718,
"CAN","SOCEXP","PUB","USD_CAP","A","2015",8074.997,
"CAN","SOCEXP","PUB","USD_CAP","A","2016",8268.268,
"CAN","SOCEXP","PUB","USD_CAP","A","2017",8277.271,
"CAN","SOCEXP","PUB","USD_CAP","A","2018",8335.48,
"CAN","SOCEXP","PUB","USD_CAP","A","2019",8590.747,
"CAN","SOCEXP","PUB","USD_CAP","A","2020",10991.533,
"CZE","SOCEXP","PRIV","PC_GDP","A","1995",0.069,
"CZE","SOCEXP","PRIV","PC_GDP","A","1996",0.087,
"CZE","SOCEXP","PRIV","PC_GDP","A","1997",0.145,
"CZE","SOCEXP","PRIV","PC_GDP","A","1998",0.228,
"CZE","SOCEXP","PRIV","PC_GDP","A","1999",0.277,
"CZE","SOCEXP","PRIV","PC_GDP","A","2000",0.325,
"CZE","SOCEXP","PRIV","PC_GDP","A","2001",0.269,
"CZE","SOCEXP","PRIV","PC_GDP","A","2002",0.298,
"CZE","SOCEXP","PRIV","PC_GDP","A","2003",0.332,
"CZE","SOCEXP","PRIV","PC_GDP","A","2004",0.335,
"CZE","SOCEXP","PRIV","PC_GDP","A","2005",0.469,
"CZE","SOCEXP","PRIV","PC_GDP","A","2006",0.507,
"CZE","SOCEXP","PRIV","PC_GDP","A","2007",0.509,
"CZE","SOCEXP","PRIV","PC_GDP","A","2008",0.592,
"CZE","SOCEXP","PRIV","PC_GDP","A","2009",0.772,
"CZE","SOCEXP","PRIV","PC_GDP","A","2010",0.774,
"CZE","SOCEXP","PRIV","PC_GDP","A","2011",0.806,
"CZE","SOCEXP","PRIV","PC_GDP","A","2012",0.962,
"CZE","SOCEXP","PRIV","PC_GDP","A","2013",0.746,
"CZE","SOCEXP","PRIV","PC_GDP","A","2014",0.807,
"CZE","SOCEXP","PRIV","PC_GDP","A","2015",0.769,
"CZE","SOCEXP","PRIV","PC_GDP","A","2016",0.822,
"CZE","SOCEXP","PRIV","PC_GDP","A","2017",0.707,
"CZE","SOCEXP","PRIV","PC_GDP","A","2018",0.711,
"CZE","SOCEXP","PRIV","PC_GDP","A","2019",0.704,
"CZE","SOCEXP","PUB","PC_GDP","A","1990",14.025,
"CZE","SOCEXP","PUB","PC_GDP","A","1991",15.077,
"CZE","SOCEXP","PUB","PC_GDP","A","1992",15.349,
"CZE","SOCEXP","PUB","PC_GDP","A","1993",15.616,
"CZE","SOCEXP","PUB","PC_GDP","A","1994",15.699,
"CZE","SOCEXP","PUB","PC_GDP","A","1995",15.965,
"CZE","SOCEXP","PUB","PC_GDP","A","1996",15.982,
"CZE","SOCEXP","PUB","PC_GDP","A","1997",16.724,
"CZE","SOCEXP","PUB","PC_GDP","A","1998",17.055,
"CZE","SOCEXP","PUB","PC_GDP","A","1999",17.698,
"CZE","SOCEXP","PUB","PC_GDP","A","2000",17.859,
"CZE","SOCEXP","PUB","PC_GDP","A","2001",17.807,
"CZE","SOCEXP","PUB","PC_GDP","A","2002",18.545,
"CZE","SOCEXP","PUB","PC_GDP","A","2003",18.679,
"CZE","SOCEXP","PUB","PC_GDP","A","2004",17.842,
"CZE","SOCEXP","PUB","PC_GDP","A","2005",17.904,
"CZE","SOCEXP","PUB","PC_GDP","A","2006",17.573,
"CZE","SOCEXP","PUB","PC_GDP","A","2007",17.357,
"CZE","SOCEXP","PUB","PC_GDP","A","2008",17.658,
"CZE","SOCEXP","PUB","PC_GDP","A","2009",19.933,
"CZE","SOCEXP","PUB","PC_GDP","A","2010",19.503,
"CZE","SOCEXP","PUB","PC_GDP","A","2011",19.555,
"CZE","SOCEXP","PUB","PC_GDP","A","2012",19.858,
"CZE","SOCEXP","PUB","PC_GDP","A","2013",20.657,
"CZE","SOCEXP","PUB","PC_GDP","A","2014",20.063,
"CZE","SOCEXP","PUB","PC_GDP","A","2015",19.257,
"CZE","SOCEXP","PUB","PC_GDP","A","2016",18.864,
"CZE","SOCEXP","PUB","PC_GDP","A","2017",18.922,
"CZE","SOCEXP","PUB","PC_GDP","A","2018",19.095,
"CZE","SOCEXP","PUB","PC_GDP","A","2019",19.459,
"CZE","SOCEXP","PUB","PC_GDP","A","2020",22.619,
"CZE","SOCEXP","PUB","PC_GDP","A","2021",22.496,
"CZE","SOCEXP","PUB","PC_GDP","A","2022",22.012,
"CZE","SOCEXP","PUBNET","PC_GDP","A","2001",16.416,
"CZE","SOCEXP","PUBNET","PC_GDP","A","2003",17.159,
"CZE","SOCEXP","PUBNET","PC_GDP","A","2005",16.168,
"CZE","SOCEXP","PUBNET","PC_GDP","A","2007",15.571,
"CZE","SOCEXP","PUBNET","PC_GDP","A","2009",17.907,
"CZE","SOCEXP","PUBNET","PC_GDP","A","2011",17.433,
"CZE","SOCEXP","PUBNET","PC_GDP","A","2013",18.365,
"CZE","SOCEXP","PUBNET","PC_GDP","A","2015",17.109,
"CZE","SOCEXP","PUBNET","PC_GDP","A","2017",16.838,
"CZE","SOCEXP","PUBNET","PC_GDP","A","2019",17.379,
"CZE","SOCEXP","TOTNET","PC_GDP","A","2001",16.496,
"CZE","SOCEXP","TOTNET","PC_GDP","A","2003",17.404,
"CZE","SOCEXP","TOTNET","PC_GDP","A","2005",16.54,
"CZE","SOCEXP","TOTNET","PC_GDP","A","2007",15.977,
"CZE","SOCEXP","TOTNET","PC_GDP","A","2009",18.549,
"CZE","SOCEXP","TOTNET","PC_GDP","A","2011",18.094,
"CZE","SOCEXP","TOTNET","PC_GDP","A","2013",19.013,
"CZE","SOCEXP","TOTNET","PC_GDP","A","2015",17.765,
"CZE","SOCEXP","TOTNET","PC_GDP","A","2017",17.424,
"CZE","SOCEXP","TOTNET","PC_GDP","A","2019",17.975,
"CZE","SOCEXP","PUB","USD_CAP","A","1990",3091.6,
"CZE","SOCEXP","PUB","USD_CAP","A","1991",2952.713,
"CZE","SOCEXP","PUB","USD_CAP","A","1992",2988.154,
"CZE","SOCEXP","PUB","USD_CAP","A","1993",3038.34,
"CZE","SOCEXP","PUB","USD_CAP","A","1994",3141.602,
"CZE","SOCEXP","PUB","USD_CAP","A","1995",3404.388,
"CZE","SOCEXP","PUB","USD_CAP","A","1996",3558.648,
"CZE","SOCEXP","PUB","USD_CAP","A","1997",3708.71,
"CZE","SOCEXP","PUB","USD_CAP","A","1998",3771.724,
"CZE","SOCEXP","PUB","USD_CAP","A","1999",3972.822,
"CZE","SOCEXP","PUB","USD_CAP","A","2000",4173.564,
"CZE","SOCEXP","PUB","USD_CAP","A","2001",4308.255,
"CZE","SOCEXP","PUB","USD_CAP","A","2002",4567.898,
"CZE","SOCEXP","PUB","USD_CAP","A","2003",4765.312,
"CZE","SOCEXP","PUB","USD_CAP","A","2004",4768.506,
"CZE","SOCEXP","PUB","USD_CAP","A","2005",5087.412,
"CZE","SOCEXP","PUB","USD_CAP","A","2006",5314.13,
"CZE","SOCEXP","PUB","USD_CAP","A","2007",5511.159,
"CZE","SOCEXP","PUB","USD_CAP","A","2008",5698.53,
"CZE","SOCEXP","PUB","USD_CAP","A","2009",6096.932,
"CZE","SOCEXP","PUB","USD_CAP","A","2010",6095.704,
"CZE","SOCEXP","PUB","USD_CAP","A","2011",6231.601,
"CZE","SOCEXP","PUB","USD_CAP","A","2012",6271.046,
"CZE","SOCEXP","PUB","USD_CAP","A","2013",6519.553,
"CZE","SOCEXP","PUB","USD_CAP","A","2014",6466.604,
"CZE","SOCEXP","PUB","USD_CAP","A","2015",6529.999,
"CZE","SOCEXP","PUB","USD_CAP","A","2016",6545.078,
"CZE","SOCEXP","PUB","USD_CAP","A","2017",6888.612,
"CZE","SOCEXP","PUB","USD_CAP","A","2018",7150.607,
"CZE","SOCEXP","PUB","USD_CAP","A","2019",7477.65,
"DNK","SOCEXP","PRIV","PC_GDP","A","1980",4.982,
"DNK","SOCEXP","PRIV","PC_GDP","A","1981",5.035,
"DNK","SOCEXP","PRIV","PC_GDP","A","1982",5.26,
"DNK","SOCEXP","PRIV","PC_GDP","A","1983",5.438,
"DNK","SOCEXP","PRIV","PC_GDP","A","1984",5.023,
"DNK","SOCEXP","PRIV","PC_GDP","A","1985",4.51,
"DNK","SOCEXP","PRIV","PC_GDP","A","1986",4.104,
"DNK","SOCEXP","PRIV","PC_GDP","A","1987",4.129,
"DNK","SOCEXP","PRIV","PC_GDP","A","1988",4.403,
"DNK","SOCEXP","PRIV","PC_GDP","A","1989",4.748,
"DNK","SOCEXP","PRIV","PC_GDP","A","1990",4.661,
"DNK","SOCEXP","PRIV","PC_GDP","A","1991",4.943,
"DNK","SOCEXP","PRIV","PC_GDP","A","1992",5.157,
"DNK","SOCEXP","PRIV","PC_GDP","A","1993",5.732,
"DNK","SOCEXP","PRIV","PC_GDP","A","1994",5.641,
"DNK","SOCEXP","PRIV","PC_GDP","A","1995",5.098,
"DNK","SOCEXP","PRIV","PC_GDP","A","1996",4.876,
"DNK","SOCEXP","PRIV","PC_GDP","A","1997",4.614,
"DNK","SOCEXP","PRIV","PC_GDP","A","1998",4.206,
"DNK","SOCEXP","PRIV","PC_GDP","A","1999",3.977,
"DNK","SOCEXP","PRIV","PC_GDP","A","2000",3.866,
"DNK","SOCEXP","PRIV","PC_GDP","A","2001",3.849,
"DNK","SOCEXP","PRIV","PC_GDP","A","2002",3.927,
"DNK","SOCEXP","PRIV","PC_GDP","A","2003",4.356,
"DNK","SOCEXP","PRIV","PC_GDP","A","2004",4.361,
"DNK","SOCEXP","PRIV","PC_GDP","A","2005",3.935,
"DNK","SOCEXP","PRIV","PC_GDP","A","2006",3.255,
"DNK","SOCEXP","PRIV","PC_GDP","A","2007",4.502,
"DNK","SOCEXP","PRIV","PC_GDP","A","2008",4.11,
"DNK","SOCEXP","PRIV","PC_GDP","A","2009",5.081,
"DNK","SOCEXP","PRIV","PC_GDP","A","2010",4.669,
"DNK","SOCEXP","PRIV","PC_GDP","A","2011",4.504,
"DNK","SOCEXP","PRIV","PC_GDP","A","2012",4.399,
"DNK","SOCEXP","PRIV","PC_GDP","A","2013",5.105,
"DNK","SOCEXP","PRIV","PC_GDP","A","2014",5.235,
"DNK","SOCEXP","PRIV","PC_GDP","A","2015",4.674,
"DNK","SOCEXP","PRIV","PC_GDP","A","2016",3.968,
"DNK","SOCEXP","PRIV","PC_GDP","A","2017",3.965,
"DNK","SOCEXP","PRIV","PC_GDP","A","2018",3.799,
"DNK","SOCEXP","PRIV","PC_GDP","A","2019",3.841,
"DNK","SOCEXP","PUB","PC_GDP","A","1980",20.259,
"DNK","SOCEXP","PUB","PC_GDP","A","1981",20.131,
"DNK","SOCEXP","PUB","PC_GDP","A","1982",19.967,
"DNK","SOCEXP","PUB","PC_GDP","A","1983",20.066,
"DNK","SOCEXP","PUB","PC_GDP","A","1984",19.233,
"DNK","SOCEXP","PUB","PC_GDP","A","1985",19.159,
"DNK","SOCEXP","PUB","PC_GDP","A","1986",19.673,
"DNK","SOCEXP","PUB","PC_GDP","A","1987",20.478,
"DNK","SOCEXP","PUB","PC_GDP","A","1988",21.48,
"DNK","SOCEXP","PUB","PC_GDP","A","1989",21.474,
"DNK","SOCEXP","PUB","PC_GDP","A","1990",21.949,
"DNK","SOCEXP","PUB","PC_GDP","A","1991",22.404,
"DNK","SOCEXP","PUB","PC_GDP","A","1992",22.6,
"DNK","SOCEXP","PUB","PC_GDP","A","1993",23.791,
"DNK","SOCEXP","PUB","PC_GDP","A","1994",25.424,
"DNK","SOCEXP","PUB","PC_GDP","A","1995",25.513,
"DNK","SOCEXP","PUB","PC_GDP","A","1996",24.946,
"DNK","SOCEXP","PUB","PC_GDP","A","1997",24.156,
"DNK","SOCEXP","PUB","PC_GDP","A","1998",23.741,
"DNK","SOCEXP","PUB","PC_GDP","A","1999",24.547,
"DNK","SOCEXP","PUB","PC_GDP","A","2000",23.765,
"DNK","SOCEXP","PUB","PC_GDP","A","2001",24.29,
"DNK","SOCEXP","PUB","PC_GDP","A","2002",24.804,
"DNK","SOCEXP","PUB","PC_GDP","A","2003",25.328,
"DNK","SOCEXP","PUB","PC_GDP","A","2004",25.119,
"DNK","SOCEXP","PUB","PC_GDP","A","2005",25.195,
"DNK","SOCEXP","PUB","PC_GDP","A","2006",24.961,
"DNK","SOCEXP","PUB","PC_GDP","A","2007",25.912,
"DNK","SOCEXP","PUB","PC_GDP","A","2008",26.324,
"DNK","SOCEXP","PUB","PC_GDP","A","2009",29.282,
"DNK","SOCEXP","PUB","PC_GDP","A","2010",29.908,
"DNK","SOCEXP","PUB","PC_GDP","A","2011",30.022,
"DNK","SOCEXP","PUB","PC_GDP","A","2012",30.204,
"DNK","SOCEXP","PUB","PC_GDP","A","2013",30.047,
"DNK","SOCEXP","PUB","PC_GDP","A","2014",30.019,
"DNK","SOCEXP","PUB","PC_GDP","A","2015",29.975,
"DNK","SOCEXP","PUB","PC_GDP","A","2016",29.429,
"DNK","SOCEXP","PUB","PC_GDP","A","2017",28.979,
"DNK","SOCEXP","PUB","PC_GDP","A","2018",28.534,
"DNK","SOCEXP","PUB","PC_GDP","A","2019",28.436,
"DNK","SOCEXP","PUB","PC_GDP","A","2020",29.347,
"DNK","SOCEXP","PUB","PC_GDP","A","2021",28.273,
"DNK","SOCEXP","PUB","PC_GDP","A","2022",26.164,
"DNK","SOCEXP","PUBNET","PC_GDP","A","1993",19.299,
"DNK","SOCEXP","PUBNET","PC_GDP","A","1995",19.296,
"DNK","SOCEXP","PUBNET","PC_GDP","A","1997",18.326,
"DNK","SOCEXP","PUBNET","PC_GDP","A","1999",18.882,
"DNK","SOCEXP","PUBNET","PC_GDP","A","2001",18.599,
"DNK","SOCEXP","PUBNET","PC_GDP","A","2003",19.514,
"DNK","SOCEXP","PUBNET","PC_GDP","A","2005",19.456,
"DNK","SOCEXP","PUBNET","PC_GDP","A","2007",20.257,
"DNK","SOCEXP","PUBNET","PC_GDP","A","2009",23.365,
"DNK","SOCEXP","PUBNET","PC_GDP","A","2011",23.741,
"DNK","SOCEXP","PUBNET","PC_GDP","A","2013",23.702,
"DNK","SOCEXP","PUBNET","PC_GDP","A","2015",23.603,
"DNK","SOCEXP","PUBNET","PC_GDP","A","2017",22.743,
"DNK","SOCEXP","PUBNET","PC_GDP","A","2019",22.267,
"DNK","SOCEXP","TOTNET","PC_GDP","A","1993",23.61,
"DNK","SOCEXP","TOTNET","PC_GDP","A","1995",22.994,
"DNK","SOCEXP","TOTNET","PC_GDP","A","1997",21.604,
"DNK","SOCEXP","TOTNET","PC_GDP","A","1999",21.638,
"DNK","SOCEXP","TOTNET","PC_GDP","A","2001",20.879,
"DNK","SOCEXP","TOTNET","PC_GDP","A","2003",22.152,
"DNK","SOCEXP","TOTNET","PC_GDP","A","2005",21.821,
"DNK","SOCEXP","TOTNET","PC_GDP","A","2007",22.839,
"DNK","SOCEXP","TOTNET","PC_GDP","A","2009",26.397,
"DNK","SOCEXP","TOTNET","PC_GDP","A","2011",26.442,
"DNK","SOCEXP","TOTNET","PC_GDP","A","2013",26.787,
"DNK","SOCEXP","TOTNET","PC_GDP","A","2015",26.444,
"DNK","SOCEXP","TOTNET","PC_GDP","A","2017",25.173,
"DNK","SOCEXP","TOTNET","PC_GDP","A","2019",24.652,
"DNK","SOCEXP","PUB","USD_CAP","A","1980",5983.146,
"DNK","SOCEXP","PUB","USD_CAP","A","1981",5908.03,
"DNK","SOCEXP","PUB","USD_CAP","A","1982",6080.446,
"DNK","SOCEXP","PUB","USD_CAP","A","1983",6274.262,
"DNK","SOCEXP","PUB","USD_CAP","A","1984",6267.801,
"DNK","SOCEXP","PUB","USD_CAP","A","1985",6491.291,
"DNK","SOCEXP","PUB","USD_CAP","A","1986",6982.651,
"DNK","SOCEXP","PUB","USD_CAP","A","1987",7276.866,
"DNK","SOCEXP","PUB","USD_CAP","A","1988",7627.534,
"DNK","SOCEXP","PUB","USD_CAP","A","1989",7671.65,
"DNK","SOCEXP","PUB","USD_CAP","A","1990",7944.617,
"DNK","SOCEXP","PUB","USD_CAP","A","1991",8200.005,
"DNK","SOCEXP","PUB","USD_CAP","A","1992",8405.844,
"DNK","SOCEXP","PUB","USD_CAP","A","1993",8819.192,
"DNK","SOCEXP","PUB","USD_CAP","A","1994",9894.588,
"DNK","SOCEXP","PUB","USD_CAP","A","1995",10182.732,
"DNK","SOCEXP","PUB","USD_CAP","A","1996",10182.98,
"DNK","SOCEXP","PUB","USD_CAP","A","1997",10137.858,
"DNK","SOCEXP","PUB","USD_CAP","A","1998",10149.964,
"DNK","SOCEXP","PUB","USD_CAP","A","1999",10767.599,
"DNK","SOCEXP","PUB","USD_CAP","A","2000",10780.492,
"DNK","SOCEXP","PUB","USD_CAP","A","2001",11069.968,
"DNK","SOCEXP","PUB","USD_CAP","A","2002",11316.959,
"DNK","SOCEXP","PUB","USD_CAP","A","2003",11570.785,
"DNK","SOCEXP","PUB","USD_CAP","A","2004",11753.448,
